idx,image_path,has_box,box_conf,x1,y1,x2,y2,detector
0,E:\study\shopee-product-matching\train_images\8c79f5e57737e712428b009f3b811b29.jpg,True,0.6231728792190552,58.150543212890625,199.46717834472656,466.4732971191406,594.5655212402344,sahi_yolo
1,E:\study\shopee-product-matching\train_images\5dc0a645807ec85ba540e39ee7a1db04.jpg,True,0.44327664375305176,139.25198364257812,356.7129821777344,362.4508972167969,481.80010986328125,sahi_yolo
2,E:\study\shopee-product-matching\train_images\e4647b784f847e807173e9329c748636.jpg,True,0.7846261858940125,30.294822692871094,52.6500244140625,252.5525360107422,426.38006591796875,sahi_yolo
3,E:\study\shopee-product-matching\train_images\9bf9a36b8a4f81ee1f4a0b463799e5b3.jpg,True,0.5731710195541382,373.0205078125,93.19487762451172,639.4764099121094,337.5223083496094,sahi_yolo
4,E:\study\shopee-product-matching\train_images\5c138e8fccfc7bc6d6e364bd31eb6657.jpg,True,0.4752323627471924,15.581103324890137,28.88398551940918,360.7637634277344,499.89874267578125,sahi_yolo
5,E:\study\shopee-product-matching\train_images\6419da5ac6f057124626b8260b54a0f0.jpg,False,0.0,,,,,sahi_yolo
6,E:\study\shopee-product-matching\train_images\4f7fac9f8aa6d9fa3616f8dfb1e4834a.jpg,True,0.5683921575546265,305.85919189453125,186.21322631835938,381.87677001953125,274.76666259765625,sahi_yolo
7,E:\study\shopee-product-matching\train_images\f949347b7440d3fc716433e61d529709.jpg,True,0.894622802734375,149.9339141845703,219.3356475830078,374.7538146972656,374.352294921875,sahi_yolo
8,E:\study\shopee-product-matching\train_images\795c6f8f85e6d8e5894c74f926be37f0.jpg,True,0.6606383919715881,67.7259750366211,105.5958480834961,485.2828063964844,672.1593017578125,sahi_yolo
9,E:\study\shopee-product-matching\train_images\6692b90ed7f593e982e6f9dd3d1f5700.jpg,True,0.32215163111686707,337.2948913574219,413.14902353286743,648.3545379638672,827.5819396972656,sahi_yolo
10,E:\study\shopee-product-matching\train_images\c6f0348df531aac39e4a5656d94c44ee.jpg,True,0.9437131881713867,532.2700805664062,232.77932739257812,653.08251953125,674.654052734375,sahi_yolo
11,E:\study\shopee-product-matching\train_images\239bc5e698b149134b681cf0a980f766.jpg,True,0.7420480251312256,3.4703311920166016,73.00702667236328,209.9319610595703,374.6326904296875,sahi_yolo
12,E:\study\shopee-product-matching\train_images\eea843a9317b1ba17e1e3d10afa13b27.jpg,True,0.33246657252311707,73.39790344238281,410.23188476264477,731.0940856933594,1016.2060241699219,sahi_yolo
13,E:\study\shopee-product-matching\train_images\685c22d9f3a1e057db69914f6980809b.jpg,True,0.6040725708007812,0.630218505859375,2.9287109375,638.1492309570312,638.96337890625,sahi_yolo
14,E:\study\shopee-product-matching\train_images\c99e19b4b6aa7b4811fcaeed97a12d52.jpg,True,0.8437173962593079,206.9546356201172,221.381591796875,547.9442138671875,566.8125305175781,sahi_yolo
15,E:\study\shopee-product-matching\train_images\99ca05d17259eb31ffc2454d4b6f9de1.jpg,True,0.9261422753334045,291.4399871826172,1.3681640625,639.7625427246094,639.0929870605469,sahi_yolo
16,E:\study\shopee-product-matching\train_images\d8edd638681a303e178c999ccd113657.jpg,True,0.8253961205482483,38.65569305419922,93.77691650390625,665.13818359375,596.9736328125,sahi_yolo
17,E:\study\shopee-product-matching\train_images\242c1924a998df253c411c7bc1724143.jpg,True,0.5224488973617554,2.6013946533203125,412.31231689453125,797.970947265625,799.3185424804688,sahi_yolo
18,E:\study\shopee-product-matching\train_images\9720558f60f0f26b037dc054e824b8fc.jpg,True,0.2286960631608963,539.3456420898438,535.7058715820312,736.7025146484375,697.8416748046875,sahi_yolo
19,E:\study\shopee-product-matching\train_images\12b580e7349cb90eddc30a0aeed61341.jpg,True,0.629446804523468,347.9858703613281,120.47480773925781,614.8444213867188,511.1010437011719,sahi_yolo
20,E:\study\shopee-product-matching\train_images\fa5eecc91325e81a2c174b523fd181be.jpg,True,0.6407243609428406,405.9625549316406,76.000244140625,591.3756713867188,780.2498779296875,sahi_yolo
21,E:\study\shopee-product-matching\train_images\dbecc71dea33304c4092cb3b05ccae4f.jpg,True,0.7052708864212036,411.07717287540436,404.5196228027344,653.6678009033203,511.6714782714844,sahi_yolo
22,E:\study\shopee-product-matching\train_images\1ce123ca36807cd167c3d537bcad74e5.jpg,True,0.3233684003353119,3.8545899391174316,120.585693359375,511.2482604980469,509.43408203125,sahi_yolo
23,E:\study\shopee-product-matching\train_images\fb2d94637e92997c0708adf9bf99377f.jpg,False,0.0,,,,,sahi_yolo
24,E:\study\shopee-product-matching\train_images\d551f25391eb5bc84cefa2bf2d5a2a90.jpg,True,0.8914472460746765,93.845458984375,96.32988739013672,263.9279479980469,497.2865295410156,sahi_yolo
25,E:\study\shopee-product-matching\train_images\bcdd8c9453e041a5cefbb156b7034631.jpg,True,0.6381121277809143,249.05624389648438,157.1172332763672,547.2673950195312,798.554931640625,sahi_yolo
26,E:\study\shopee-product-matching\train_images\f01d17670f214103d61436c62d12eed0.jpg,True,0.4828409254550934,1.2958984375,662.328125,509.5538024902344,1012.1631774902344,sahi_yolo
27,E:\study\shopee-product-matching\train_images\2e74d8896c45af32ac6d8b83ec24ac14.jpg,True,0.6207412481307983,416.6586608886719,344.95635986328125,560.2483825683594,504.46905517578125,sahi_yolo
28,E:\study\shopee-product-matching\train_images\fd68da190e8739150321d72eeab52c0d.jpg,True,0.7609248757362366,91.3714599609375,546.4974670410156,168.1510009765625,624.3421630859375,sahi_yolo
29,E:\study\shopee-product-matching\train_images\15ca614ad7429f0ae25ddc29476e7b62.jpg,True,0.6938310265541077,410.39072266221046,411.2224609851837,887.37841796875,860.3900756835938,sahi_yolo
30,E:\study\shopee-product-matching\train_images\ccfaed628660a3d47eb123c726c6b454.jpg,True,0.9625337719917297,341.5270080566406,272.512939453125,529.5127563476562,454.0986328125,sahi_yolo
31,E:\study\shopee-product-matching\train_images\f384dcc620a16aa71a677623ac0712ce.jpg,True,0.4443763494491577,146.60140991210938,386.1842918395996,317.6805114746094,795.3263854980469,sahi_yolo
32,E:\study\shopee-product-matching\train_images\96efe1492702c15c3896a69655b727b2.jpg,True,0.7111077308654785,177.3282470703125,77.567626953125,452.40118408203125,635.11865234375,sahi_yolo
33,E:\study\shopee-product-matching\train_images\65cac3e71bce8423dda6b986976d7a05.jpg,True,0.8813403248786926,499.585205078125,452.57763671875,1021.2366333007812,1020.14501953125,sahi_yolo
34,E:\study\shopee-product-matching\train_images\9f93a62f2c7670be61123941f7ca3406.jpg,True,0.3754933178424835,66.06330871582031,184.67674255371094,889.2366333007812,810.053466796875,sahi_yolo
35,E:\study\shopee-product-matching\train_images\1dcf39a37600e12103bf620896a047b7.jpg,True,0.690009593963623,13.070281982421875,539.3107604980469,155.17433166503906,589.52783203125,sahi_yolo
36,E:\study\shopee-product-matching\train_images\e9ca162eed32a7035a850afaa3fe1285.jpg,True,0.781498908996582,3.848388671875,0.0,631.384033203125,634.7890014648438,sahi_yolo
37,E:\study\shopee-product-matching\train_images\7d01309d92f71eb76520fb985f02f16a.jpg,True,0.5566055178642273,370.9432678222656,242.070068359375,585.4732055664062,663.4078369140625,sahi_yolo
38,E:\study\shopee-product-matching\train_images\16baee314d0e7dbbb0853e38f6eae775.jpg,True,0.41143715381622314,14.353179931640625,100.74737548828125,303.5663757324219,627.173828125,sahi_yolo
39,E:\study\shopee-product-matching\train_images\cb6466737a499eca3fd12ac54012e584.jpg,True,0.7434329390525818,191.42930603027344,197.9189453125,850.9533386230469,838.9267272949219,sahi_yolo
40,E:\study\shopee-product-matching\train_images\c51627aa04cfc6c8044f0bdc719edaab.jpg,True,0.7638630867004395,226.3685302734375,52.590187072753906,391.1056213378906,604.9595947265625,sahi_yolo
41,E:\study\shopee-product-matching\train_images\4d75ec0831cf709eeb019eff391f27c5.jpg,True,0.5419458150863647,517.1640625,360.4285888671875,784.3839416503906,511.77178955078125,sahi_yolo
42,E:\study\shopee-product-matching\train_images\94852c92ff2030e13374ef240b2080d4.jpg,True,0.8809034824371338,473.80548095703125,25.476512908935547,778.7008666992188,392.47314453125,sahi_yolo
43,E:\study\shopee-product-matching\train_images\9f8ae2d07af13572d7d64aa93fab1def.jpg,True,0.40398725867271423,331.75897216796875,256.6012268066406,614.8239440917969,433.5741271972656,sahi_yolo
44,E:\study\shopee-product-matching\train_images\785846bae09c8f0c438610a3db9d84c8.jpg,True,0.42087221145629883,394.80584716796875,310.8851318359375,748.9221801757812,643.8571472167969,sahi_yolo
45,E:\study\shopee-product-matching\train_images\7f49fa5adc62ed1149b5ced92cdf900f.jpg,True,0.9102957844734192,79.61510467529297,136.3905487060547,261.25823974609375,728.3890380859375,sahi_yolo
46,E:\study\shopee-product-matching\train_images\8166efeb8fb1b82ad8ede32b5d0b5302.jpg,True,0.4825696051120758,101.74636840820312,15.368927001953125,151.3520050048828,298.81158447265625,sahi_yolo
47,E:\study\shopee-product-matching\train_images\da31b4ae9c80d0e0032b7b771627dd95.jpg,True,0.6103389263153076,42.13788986206055,410.05009765550494,508.98858642578125,851.2922973632812,sahi_yolo
48,E:\study\shopee-product-matching\train_images\8c81fc7f390b2830d926c885f1cfc850.jpg,True,0.8715071082115173,2.3052735328674316,0.0,1018.3430786132812,1014.4567565917969,sahi_yolo
49,E:\study\shopee-product-matching\train_images\e1a5f03b7588d013daccce3cc6f33c99.jpg,True,0.7451108694076538,60.52886962890625,408.7946472167969,578.9439086914062,542.33349609375,sahi_yolo
50,E:\study\shopee-product-matching\train_images\ad5c3757fb4f14e2fb5437654c3a6754.jpg,True,0.6141119003295898,111.19082641601562,7.9693603515625,317.19537353515625,320.0,sahi_yolo
51,E:\study\shopee-product-matching\train_images\c54f8afe36601d12c4c703ea33d45c19.jpg,True,0.25424978137016296,307.173583984375,410.0,511.645263671875,799.8109436035156,sahi_yolo
52,E:\study\shopee-product-matching\train_images\32352fa92cf5f92a4d1b70623194f453.jpg,True,0.46026331186294556,288.4579345881939,286.30401611328125,498.3790740966797,511.5977478027344,sahi_yolo
53,E:\study\shopee-product-matching\train_images\88cbf93df86267d28cfc77d2a7f9bcbc.jpg,True,0.803520917892456,5.68115234375,512.4081543087959,509.0114440917969,868.0414123535156,sahi_yolo
54,E:\study\shopee-product-matching\train_images\84d023abf8e6afb503943fda2b9d7289.jpg,True,0.730980396270752,245.80410766601562,67.8746109008789,463.5977478027344,658.11669921875,sahi_yolo
55,E:\study\shopee-product-matching\train_images\ed44a3b145e4cc50229522e15b5323af.jpg,True,0.900593638420105,141.6686553955078,44.32607650756836,913.3900146484375,1023.6400451660156,sahi_yolo
56,E:\study\shopee-product-matching\train_images\885bd4ff28cf07452fd71c8991ac93e1.jpg,True,0.44469502568244934,166.81944274902344,38.507022857666016,238.7920379638672,99.33848571777344,sahi_yolo
57,E:\study\shopee-product-matching\train_images\a4091f3f3457d24645b4c9554bc94b35.jpg,True,0.7931030988693237,281.83966064453125,196.359375,759.6173706054688,507.6551208496094,sahi_yolo
58,E:\study\shopee-product-matching\train_images\0787717493312f42d46b0846ae218c6c.jpg,False,0.0,,,,,sahi_yolo
59,E:\study\shopee-product-matching\train_images\54e371609ab8ba383353ffe4302c8eab.jpg,True,0.3396106958389282,421.3443908691406,410.0,605.7589874267578,856.3973693847656,sahi_yolo
60,E:\study\shopee-product-matching\train_images\08b688dee042bd64067f2f6748097478.jpg,True,0.7475554943084717,811.21875,730.2135314941406,950.68408203125,872.090576171875,sahi_yolo
61,E:\study\shopee-product-matching\train_images\21c5aa2babff1029f06bd89d01214f95.jpg,True,0.41182562708854675,134.6843752861023,50.71484375,545.1239318847656,561.7223510742188,sahi_yolo
62,E:\study\shopee-product-matching\train_images\0b092371f3b7165c86374527436b33a4.jpg,True,0.7714027166366577,47.06269454956055,124.32795715332031,620.9387817382812,790.22265625,sahi_yolo
63,E:\study\shopee-product-matching\train_images\10502d58f149a75a9a800e5778fc8e20.jpg,True,0.6471817493438721,48.64008712768555,165.27847290039062,511.745849609375,559.9109802246094,sahi_yolo
64,E:\study\shopee-product-matching\train_images\b9ad9d8d7e1c0a3a080d5da296e8b702.jpg,True,0.7151575684547424,473.2676696777344,626.5703353881836,584.2657470703125,807.1127319335938,sahi_yolo
65,E:\study\shopee-product-matching\train_images\a54e3da529af6eb4b7c0ed73b5d06c1d.jpg,True,0.22878792881965637,254.4815673828125,359.6397705078125,411.594482421875,470.50146484375,sahi_yolo
66,E:\study\shopee-product-matching\train_images\a0bf16eb049d1227c87777ab7d4fb3c8.jpg,True,0.3448832035064697,26.58466911315918,172.3794937133789,631.41455078125,627.0860290527344,sahi_yolo
67,E:\study\shopee-product-matching\train_images\cbdcc5d87e5e5910c4221cd860428ce1.jpg,True,0.24472427368164062,134.40122985839844,243.66372680664062,519.2029724121094,511.8550720214844,sahi_yolo
68,E:\study\shopee-product-matching\train_images\47bcede493a55875b4cf76fe02a0e9e9.jpg,True,0.5477683544158936,198.8970184326172,207.1496124267578,318.53668212890625,570.4089050292969,sahi_yolo
69,E:\study\shopee-product-matching\train_images\a5aaf60a866e95b13b2acf489120288f.jpg,True,0.4338894188404083,416.4606018066406,345.119873046875,560.0010681152344,504.2198791503906,sahi_yolo
70,E:\study\shopee-product-matching\train_images\a1e09c7337cf9e881f3ac07088fd39f3.jpg,True,0.39550191164016724,340.0709686279297,270.3579864501953,459.38629150390625,594.1633911132812,sahi_yolo
71,E:\study\shopee-product-matching\train_images\50d99026b350774cc031d3dcf9b35d94.jpg,True,0.8959065079689026,514.2575194835663,53.730323791503906,1007.9002075195312,512.0,sahi_yolo
72,E:\study\shopee-product-matching\train_images\ad51bf639108fec708a818e1a77b3f05.jpg,True,0.5765501260757446,51.91162109375,171.05557250976562,511.36572265625,599.82470703125,sahi_yolo
73,E:\study\shopee-product-matching\train_images\7ddaf0f8805077614708d10467fa8ded.jpg,True,0.3482469618320465,299.69313967227936,298.11271972954273,467.98931884765625,698.0023193359375,sahi_yolo
74,E:\study\shopee-product-matching\train_images\c4168e2b8588c0e0564596aa31f24fd6.jpg,True,0.4379744231700897,0.09648437798023224,137.82566833496094,500.3724060058594,509.8424987792969,sahi_yolo
75,E:\study\shopee-product-matching\train_images\c8134de8c00cc4657f41eab30be471e3.jpg,True,0.7843648791313171,0.8519554138183594,21.48725700378418,694.3074951171875,698.7290649414062,sahi_yolo
76,E:\study\shopee-product-matching\train_images\a26087b2d22b2bf9a9d928ff372f28c6.jpg,True,0.96148282289505,34.39306640625,300.6654968261719,404.248779296875,511.4017639160156,sahi_yolo
77,E:\study\shopee-product-matching\train_images\e439765b93c38fd4e095558bd682cf14.jpg,True,0.28689032793045044,199.34890747070312,193.680419921875,308.1090393066406,317.3888244628906,sahi_yolo
78,E:\study\shopee-product-matching\train_images\acc9193df037d9b5283225143a7ea2cb.jpg,True,0.9004156589508057,19.9473876953125,0.0,639.7218933105469,639.2405395507812,sahi_yolo
